path_id,user_id,path,n_touches,converted
1620,29765,ctx_category > ctx_category > social > retarget,4,1
1621,20447,influencer > retarget,2,1
1622,32667,cpa > cpa > ctx_category > retarget,4,1
1623,36592,influencer > ctx_category > retarget > ctx_brand > retarget > retarget,6,1
1624,39630,influencer > cpa > ctx_category > influencer > influencer > social > retarget,7,1
1625,34980,ctx_brand > retarget,2,1
1626,29104,ctx_brand > cpa > retarget,3,1
1627,12245,influencer,1,1
1628,21837,ctx_category > cpa > ctx_brand > ctx_brand > retarget,5,1
1629,17159,social > ctx_category > influencer > retarget,4,1
1630,39103,social > ctx_brand > retarget,3,1
1631,25495,cpa > ctx_brand > retarget,3,1
1632,39747,ctx_category > social > retarget > cpa > ctx_brand > retarget,6,1
1633,5065,influencer > retarget,2,1
1634,19761,influencer > influencer > influencer > social,4,1
1635,28171,ctx_category > retarget > ctx_category > ctx_category > retarget,5,1
1636,31167,influencer > cpa > ctx_brand > retarget,4,1
1637,23451,influencer > influencer > retarget,3,1
1638,11231,ctx_category > ctx_category > retarget,3,1
1639,32413,influencer > ctx_brand > social > ctx_category > retarget,5,1
1640,6113,ctx_brand > retarget > ctx_category > retarget,4,1
1641,23206,influencer > influencer > retarget > retarget,4,1
1642,17318,influencer > ctx_category,2,1
1643,36646,ctx_brand > retarget,2,1
1644,2639,influencer > influencer > ctx_category > retarget,4,1
1645,20510,ctx_category > influencer > ctx_category > ctx_category > ctx_brand > retarget,6,1
1646,12710,ctx_brand > retarget > ctx_category,3,1
1647,9009,retarget > ctx_brand > retarget,3,1
1648,25671,influencer > retarget > influencer > influencer > ctx_category,5,1
1649,32791,ctx_brand > ctx_category > ctx_brand > retarget,4,1
1650,37620,cpa > retarget > ctx_category > retarget,4,1
1651,6430,cpa > social > cpa > retarget,4,1
1652,31516,influencer > retarget,2,1
1653,32053,retarget > retarget,2,1
1654,22364,influencer > ctx_brand > retarget > influencer > retarget,5,1
1655,6150,influencer > retarget > cpa > ctx_category > ctx_brand > retarget,6,1
1656,18652,ctx_category > retarget,2,1
1657,26872,influencer > cpa > retarget,3,1
1658,5416,retarget > cpa > influencer > retarget > cpa > retarget,6,1
1659,32708,social > influencer,2,1
1660,3853,influencer > social > retarget,3,1
1661,2603,influencer > influencer > ctx_brand > influencer > ctx_brand > social > cpa,7,1
1662,24050,cpa > retarget > ctx_category > retarget,4,1
1663,23357,influencer > social > ctx_category > retarget,4,1
1664,21505,ctx_category > cpa > cpa > retarget,4,1
1665,36546,influencer > ctx_category,2,1
1666,14495,retarget > social,2,1
1667,18677,influencer > retarget > ctx_brand > cpa > retarget,5,1
1668,32257,influencer > ctx_category > ctx_category > retarget,4,1
1669,5938,influencer > cpa > ctx_category,3,1
1670,3397,social > influencer > ctx_category > ctx_brand,4,1
1671,16537,cpa > retarget > ctx_category > ctx_brand > retarget,5,1
1672,34963,influencer > influencer > ctx_category > retarget,4,1
1673,27135,retarget > ctx_brand > retarget,3,1
1674,33334,influencer > social,2,1
1675,13228,influencer > ctx_category > ctx_brand > ctx_category > retarget,5,1
1676,31675,ctx_brand > retarget,2,1
1677,29914,influencer > retarget > retarget > cpa > retarget,5,1
1678,37236,influencer > cpa > retarget > retarget > retarget,5,1
1679,22074,ctx_category > cpa > cpa > ctx_category > retarget,5,1
1680,2191,influencer > ctx_brand > cpa > retarget > retarget,5,1
1681,5901,organic > retarget,2,1
1682,22323,retarget > social > retarget,3,1
1683,1654,ctx_brand > retarget > influencer > influencer > retarget,5,1
1684,18243,retarget > influencer > social > retarget,4,1
1685,25962,retarget > retarget,2,1
1686,20815,cpa > influencer > retarget > cpa > social > retarget,6,1
1687,17531,ctx_category > retarget > social > retarget,4,1
1688,32655,retarget > ctx_category > social > retarget,4,1
1689,20526,retarget > retarget > retarget,3,1
1690,43,social > ctx_brand > retarget,3,1
1691,29246,ctx_brand > retarget > retarget,3,1
1692,31531,influencer > ctx_category > retarget > retarget > social > retarget,6,1
1693,38146,influencer > social > ctx_category > retarget,4,1
1694,22637,ctx_category > ctx_category > retarget,3,1
1695,381,cpa > retarget > influencer > retarget,4,1
1696,8722,cpa > influencer > cpa > retarget,4,1
1697,34379,influencer > ctx_brand > retarget,3,1
1698,36357,influencer > retarget > retarget,3,1
1699,16310,ctx_category > social > cpa > influencer > retarget,5,1
1700,20488,ctx_brand > retarget,2,1
1701,34160,retarget > ctx_brand > influencer > retarget,4,1
1702,38393,organic > retarget,2,1
1703,31379,influencer > retarget > ctx_brand > retarget > influencer > ctx_brand > cpa > retarget,8,1
1704,1103,influencer > cpa > retarget,3,1
1705,2894,influencer > ctx_brand > retarget,3,1
1706,18223,influencer > ctx_category > retarget > retarget,4,1
1707,10970,ctx_category > ctx_brand > social,3,1
1708,10652,ctx_brand > retarget,2,1
1709,23455,influencer > ctx_category > influencer > retarget,4,1
1710,19786,cpa > retarget,2,1
1711,18323,influencer > retarget,2,1
1712,21091,ctx_category > social > ctx_brand > retarget,4,1
1713,33967,ctx_category > retarget > ctx_brand > cpa > retarget,5,1
1714,12799,social > influencer > cpa > retarget,4,1
1715,24591,cpa > cpa > retarget,3,1
1716,4947,cpa > retarget,2,1
1717,22651,cpa > influencer > social > ctx_brand > cpa > retarget,6,1
1718,27369,ctx_brand > retarget > retarget,3,1
1719,28114,ctx_brand > ctx_brand > retarget,3,1
1720,10269,influencer > social > ctx_category > cpa > cpa > retarget,6,1
1721,8034,ctx_category > cpa > retarget > retarget,4,1
1722,13280,influencer > influencer > ctx_brand > retarget,4,1
1723,26173,influencer > ctx_brand > influencer > ctx_category > retarget > ctx_category,6,1
1724,32075,influencer > retarget > retarget,3,1
1725,33302,ctx_category > influencer > cpa > ctx_category > retarget,5,1
1726,27653,social > retarget > ctx_brand > retarget,4,1
1727,32780,ctx_brand > ctx_brand > cpa > retarget,4,1
1728,35997,influencer > ctx_category > ctx_category > influencer > cpa > retarget,6,1
1729,11301,influencer > cpa > retarget,3,1
1730,33731,influencer > social,2,1
1731,17295,influencer > retarget > retarget > retarget,4,1
1732,38470,influencer > influencer > retarget,3,1
1733,21854,ctx_brand > ctx_category > influencer,3,1
1734,16639,retarget > retarget > retarget,3,1
1735,8031,social > retarget > social,3,1
1736,32290,ctx_category > retarget > ctx_brand > retarget,4,1
1737,17259,influencer > retarget > retarget > retarget,4,1
1738,14839,ctx_brand > influencer > retarget,3,1
1739,19557,influencer > social > retarget > social > retarget,5,1
1740,8114,influencer > ctx_brand > cpa > retarget > retarget,5,1
1741,19325,influencer > cpa > retarget,3,1
1742,38827,influencer > ctx_brand > retarget,3,1
1743,6798,retarget > retarget > ctx_brand > ctx_brand > retarget,5,1
1744,3079,influencer > retarget > ctx_category > retarget > retarget,5,1
1745,23640,social > retarget > cpa,3,1
1746,9026,retarget > retarget,2,1
1747,37003,social > ctx_category > retarget,3,1
1748,27016,ctx_category > retarget,2,1
1749,897,ctx_category,1,1
1750,9441,ctx_category > cpa > ctx_brand > ctx_category > retarget,5,1
1751,31643,ctx_category > ctx_brand > ctx_category > influencer > social > retarget,6,1
1752,19869,cpa > ctx_category > retarget,3,1
1753,36533,social > cpa,2,1
1754,11862,organic > retarget,2,1
1755,39796,social > social > ctx_category > retarget,4,1
1756,12627,ctx_category > retarget,2,1
1757,18371,cpa > cpa > cpa > retarget,4,1
1758,38267,influencer > ctx_category > social > cpa > retarget,5,1
1759,33681,retarget > retarget,2,1
1760,650,ctx_brand > retarget > social > retarget > retarget,5,1
1761,18349,cpa > influencer > retarget > ctx_category > ctx_brand > retarget,6,1
1762,24276,influencer > ctx_category > ctx_category > cpa > cpa > retarget,6,1
1763,15626,ctx_category > retarget > cpa > retarget > retarget,5,1
1764,36564,ctx_category > ctx_category > retarget,3,1
1765,5409,ctx_brand > ctx_brand > ctx_category > retarget,4,1
1766,27809,ctx_brand > cpa > ctx_brand > influencer > retarget,5,1
1767,15072,cpa > retarget > retarget > retarget > social > retarget > retarget,7,1
1768,21162,ctx_category > retarget > ctx_brand > retarget,4,1
1769,2594,influencer > ctx_category > ctx_category > retarget,4,1
1770,15009,influencer > cpa,2,1
1771,17276,ctx_category > ctx_brand > social > retarget,4,1
1772,11039,retarget > ctx_category > ctx_brand > retarget > retarget,5,1
1773,11418,ctx_brand > ctx_brand > influencer > retarget,4,1
1774,31664,influencer > social > ctx_category > retarget,4,1
1775,13063,social > cpa > ctx_brand > ctx_category > retarget,5,1
1776,9249,influencer > retarget > retarget,3,1
1777,24432,retarget > ctx_brand > influencer > retarget,4,1
1778,24665,ctx_brand > retarget,2,1
1779,16343,influencer > ctx_category > ctx_category > retarget,4,1
1780,33991,ctx_category > ctx_brand > retarget > retarget,4,1
1781,35905,retarget > retarget,2,1
1782,21811,ctx_brand > cpa > cpa > ctx_category > retarget,5,1
1783,23893,ctx_category > retarget > cpa > retarget,4,1
1784,36133,ctx_brand > retarget,2,1
1785,33416,ctx_brand > social > retarget > ctx_brand > influencer > retarget,6,1
1786,35618,social > ctx_category > ctx_brand > retarget,4,1
1787,30659,influencer > ctx_category > retarget > retarget,4,1
1788,19302,influencer,1,1
1789,17076,influencer > ctx_brand > social > influencer > social > retarget,6,1
1790,37275,ctx_category > ctx_brand > ctx_brand > retarget,4,1
1791,12678,social,1,1
1792,23617,ctx_category,1,1
1793,21821,retarget > influencer > retarget,3,1
1794,5269,influencer > cpa > retarget,3,1
1795,5814,influencer > influencer > retarget,3,1
1796,30765,cpa > social > retarget,3,1
1797,15055,ctx_brand > influencer > ctx_brand,3,1
1798,38797,organic > retarget,2,1
1799,17299,influencer > retarget,2,1
1800,36143,organic > retarget,2,1
1801,25540,cpa > social > cpa > retarget,4,1
1802,23719,influencer > influencer > ctx_category > cpa > retarget,5,1
1803,37031,ctx_brand > ctx_brand > ctx_brand > ctx_category > ctx_category > ctx_category > retarget,7,1
1804,15651,influencer > ctx_brand > cpa > social > influencer > retarget,6,1
1805,9302,retarget > cpa > retarget,3,1
1806,31185,retarget > ctx_brand > retarget,3,1
1807,2230,ctx_category > ctx_category > influencer > cpa > retarget,5,1
1808,9387,ctx_category > retarget > ctx_brand > retarget,4,1
1809,8186,influencer > cpa > ctx_category > retarget,4,1
1810,24582,influencer > cpa > social,3,1
1811,27635,ctx_category > retarget > social > retarget,4,1
1812,1490,retarget > retarget,2,1
1813,13303,ctx_category > ctx_category > retarget,3,1
1814,26049,influencer > retarget > influencer > ctx_category > social > retarget,6,1
1815,18356,retarget > ctx_category > influencer > social,4,1
1816,28875,retarget > ctx_category > social > retarget,4,1
1817,391,ctx_category > social > retarget,3,1
1818,13352,social > retarget,2,1
1819,32605,influencer > social > ctx_category > social > retarget,5,1
1820,9446,influencer > retarget > influencer > ctx_category > retarget > cpa > retarget,7,1
1821,32199,cpa > ctx_category > cpa > retarget,4,1
1822,31734,influencer > retarget > retarget,3,1
1823,11156,ctx_category,1,1
1824,38478,influencer > ctx_brand > cpa > social > retarget,5,1
1825,9360,ctx_category > influencer,2,1
1826,31880,influencer > ctx_brand > retarget,3,1
1827,16286,ctx_category > retarget,2,1
1828,17353,influencer > cpa > retarget > retarget > retarget,5,1
1829,11371,ctx_brand > social > retarget > ctx_brand > influencer > ctx_brand > retarget,7,1
1830,19781,influencer > retarget,2,1
1831,24232,influencer > ctx_category > influencer,3,1
1832,28636,social,1,1
1833,16048,social > retarget > ctx_category > ctx_category > retarget > social,6,1
1834,13858,influencer > ctx_category > retarget > retarget,4,1
1835,15753,retarget > retarget,2,1
1836,6205,social > ctx_category > cpa > retarget,4,1
1837,30250,retarget > cpa > social > retarget,4,1
1838,21337,retarget > cpa > cpa > retarget,4,1
1839,20187,retarget > retarget,2,1
1840,9375,influencer > social > social > retarget,4,1
1841,15322,ctx_category > retarget > influencer > retarget > influencer > retarget,6,1
1842,32785,influencer > social > ctx_category > retarget > cpa > retarget,6,1
1843,5078,ctx_brand > ctx_category > retarget,3,1
1844,23297,ctx_category > retarget > social > retarget,4,1
1845,6975,influencer > social > cpa > social > cpa > social > retarget,7,1
1846,8423,influencer > retarget > retarget > retarget,4,1
1847,33145,influencer > cpa > retarget,3,1
1848,20997,influencer > ctx_category > retarget,3,1
1849,39996,retarget > retarget,2,1
1850,20978,cpa > ctx_category > retarget,3,1
1851,20625,organic > retarget,2,1
1852,35550,retarget > influencer > ctx_category > retarget,4,1
1853,15463,ctx_category > ctx_brand > social > retarget,4,1
1854,18230,ctx_brand > ctx_category > retarget,3,1
1855,8683,influencer > ctx_brand > influencer > retarget,4,1
1856,17398,influencer > influencer > retarget > retarget > retarget,5,1
1857,12655,influencer > ctx_brand > retarget,3,1
1858,8746,influencer > retarget > ctx_category > retarget,4,1
1859,72,influencer,1,1
1860,14663,influencer > retarget > ctx_brand > cpa > retarget,5,1
1861,7413,retarget > retarget,2,1
1862,23048,influencer > ctx_brand > retarget,3,1
1863,22634,influencer > ctx_category > cpa > retarget,4,1
1864,6076,ctx_category > ctx_brand > retarget,3,1
1865,23504,influencer > ctx_brand > cpa > ctx_category > retarget,5,1
1866,19240,ctx_brand > ctx_brand > ctx_category,3,1
1867,13558,influencer > cpa > cpa > cpa > retarget,5,1
1868,29848,social > retarget > cpa > retarget,4,1
1869,25292,ctx_category > ctx_category > retarget,3,1
1870,11910,influencer > ctx_category > cpa > social > ctx_brand > retarget,6,1
1871,7920,ctx_category > influencer > ctx_category > retarget,4,1
1872,32478,ctx_brand > retarget,2,1
1873,26071,ctx_category > retarget,2,1
1874,4736,ctx_category > ctx_category > ctx_category > ctx_category,4,1
1875,24066,retarget > retarget,2,1
1876,2989,social > ctx_brand > retarget,3,1
1877,32441,ctx_brand > retarget,2,1
1878,11352,retarget > ctx_category > social > retarget,4,1
1879,10716,ctx_brand > ctx_category > influencer > retarget,4,1
1880,31607,cpa > ctx_brand > retarget,3,1
1881,24322,social > retarget,2,1
1882,14366,organic > retarget,2,1
1883,39526,ctx_category > cpa > retarget,3,1
1884,31048,cpa > ctx_category > retarget,3,1
1885,9056,influencer > retarget > cpa > retarget,4,1
1886,4305,influencer > retarget > cpa > ctx_brand > retarget > retarget,6,1
1887,27572,ctx_brand > cpa > social > influencer > retarget,5,1
1888,6470,ctx_brand > ctx_brand > retarget,3,1
1889,25925,influencer > influencer > retarget,3,1
1890,9911,influencer > cpa > ctx_category > cpa > ctx_brand > retarget,6,1
1891,37773,social > social > ctx_brand > retarget,4,1
1892,8237,influencer > ctx_category > retarget > retarget,4,1
1893,30497,retarget > ctx_brand > retarget,3,1
1894,28605,organic > retarget,2,1
1895,9883,social > social > retarget,3,1
1896,29041,influencer > ctx_category > retarget > ctx_category > retarget,5,1
1897,12436,cpa > influencer > ctx_category > retarget,4,1
1898,7125,influencer > retarget > social > retarget > retarget,5,1
1899,11184,influencer > social > ctx_category > ctx_category > retarget,5,1
1900,36399,cpa > cpa > retarget,3,1
1901,22909,ctx_category > retarget,2,1
1902,26908,influencer > retarget > ctx_category > cpa > retarget,5,1
1903,39900,influencer > ctx_category > retarget,3,1
1904,34483,retarget > retarget,2,1
1905,25180,influencer > retarget > retarget > retarget,4,1
1906,28790,retarget > ctx_brand > influencer > retarget,4,1
1907,28490,influencer > cpa > social > retarget,4,1
1908,2311,influencer > ctx_category > ctx_category > ctx_brand > retarget,5,1
1909,12668,retarget > retarget,2,1
1910,23633,cpa > ctx_brand > cpa > ctx_category > ctx_brand > retarget,6,1
1911,17162,influencer > cpa > influencer > influencer > cpa > cpa > retarget,7,1
1912,17059,influencer > retarget > retarget,3,1
1913,19683,retarget > cpa > ctx_category > influencer > retarget > ctx_category > social > retarget,8,1
1914,37382,ctx_category,1,1
1915,12083,influencer > retarget > ctx_category > ctx_category,4,1
1916,18465,influencer > retarget > ctx_brand > ctx_category > retarget > ctx_category > retarget,7,1
1917,3958,influencer > ctx_category > social > social > social > retarget,6,1
1918,30544,ctx_brand > influencer,2,1
1919,30151,influencer > cpa > retarget > retarget > cpa > retarget,6,1
1920,26568,organic,1,1
1921,30695,retarget > retarget > ctx_brand > retarget,4,1
1922,7661,organic,1,1
1923,5943,influencer > social > ctx_brand > retarget > retarget,5,1
1924,1715,ctx_brand > ctx_category > retarget,3,1
1925,2715,ctx_category > retarget > ctx_brand > ctx_brand > retarget,5,1
1926,886,influencer > retarget,2,1
1927,26889,influencer > ctx_brand > cpa,3,1
1928,18406,retarget > ctx_brand > retarget > retarget,4,1
1929,2324,influencer > influencer > social > retarget > retarget,5,1
1930,13860,cpa > influencer > influencer > ctx_brand > retarget,5,1
1931,27661,influencer > retarget > cpa > retarget,4,1
1932,36372,ctx_category > social > influencer > retarget > retarget,5,1
1933,9882,ctx_brand > retarget > retarget,3,1
1934,34935,ctx_brand > retarget,2,1
1935,35068,influencer > cpa > ctx_category > ctx_category > retarget,5,1
1936,31411,influencer > organic > retarget,3,1
1937,16842,influencer > social > ctx_category > retarget,4,1
1938,4927,ctx_brand > retarget,2,1
1939,34931,ctx_brand > cpa > retarget,3,1
1940,22615,cpa > retarget > cpa > social > retarget,5,1
1941,33896,influencer > ctx_brand > ctx_brand > ctx_category > retarget,5,1
1942,15698,retarget > retarget,2,1
1943,1297,ctx_brand > ctx_brand > cpa > retarget,4,1
1944,27432,organic > retarget,2,1
1945,1694,influencer > ctx_category > ctx_category > retarget,4,1
1946,32547,ctx_category > retarget,2,1
1947,21878,influencer > retarget > cpa > retarget,4,1
1948,938,cpa > retarget > ctx_brand > retarget > retarget,5,1
1949,31453,influencer > retarget,2,1
1950,19420,ctx_category > ctx_brand > retarget > retarget,4,1
1951,13686,ctx_category > ctx_brand > retarget,3,1
1952,16889,retarget > retarget,2,1
1953,7379,retarget > cpa > ctx_category > retarget > ctx_category > retarget,6,1
1954,36944,ctx_brand > retarget > retarget,3,1
1955,8066,organic > retarget,2,1
1956,8279,cpa > retarget,2,1
1957,24030,cpa > retarget > retarget,3,1
1958,3850,ctx_brand > cpa,2,1
1959,14599,influencer > ctx_category > retarget,3,1
1960,25992,social > retarget,2,1
1961,6056,ctx_brand > retarget,2,1
1962,6661,influencer > ctx_category > ctx_category > retarget,4,1
1963,8710,ctx_brand > ctx_category > ctx_category > ctx_category > retarget,5,1
1964,11432,ctx_brand > ctx_brand,2,1
1965,34998,influencer > cpa > influencer > social > influencer > retarget,6,1
1966,33810,influencer > ctx_brand > ctx_category > retarget,4,1
1967,6357,ctx_category > cpa > retarget > retarget,4,1
1968,4148,influencer > social > ctx_category > retarget,4,1
1969,39138,ctx_category > retarget,2,1
1970,32722,influencer > ctx_brand > ctx_brand > ctx_category > cpa > influencer > retarget,7,1
1971,30181,influencer > organic,2,1
1972,34153,influencer > ctx_brand > retarget,3,1
1973,12309,influencer > ctx_brand > cpa > ctx_category > retarget,5,1
1974,9324,ctx_brand > ctx_category > social > retarget > retarget,5,1
1975,18609,cpa > ctx_category > retarget,3,1
1976,18806,cpa > cpa > social > retarget,4,1
1977,22238,social > ctx_category > retarget,3,1
1978,11130,retarget > social > retarget,3,1
1979,12208,retarget > social > retarget,3,1
1980,22114,ctx_category > retarget,2,1
1981,36904,organic > retarget,2,1
1982,13501,ctx_category > retarget > cpa > cpa > ctx_brand > retarget,6,1
1983,36617,influencer > ctx_category > cpa > retarget,4,1
1984,36890,social > influencer > retarget > retarget > ctx_brand > retarget,6,1
1985,37377,influencer > ctx_category > ctx_category > cpa > retarget,5,1
1986,5200,influencer > retarget > retarget > ctx_category > ctx_category > ctx_brand > retarget,7,1
1987,37669,retarget > ctx_brand,2,1
1988,8475,influencer > ctx_brand > retarget > influencer > retarget > retarget,6,1
1989,21447,influencer > ctx_brand > ctx_brand > retarget,4,1
1990,872,retarget > ctx_category > retarget,3,1
1991,21179,cpa > social > retarget,3,1
1992,32832,cpa > retarget,2,1
1993,32147,ctx_category > ctx_category > ctx_category > retarget,4,1
1994,34099,influencer > ctx_category > retarget > retarget,4,1
1995,35511,retarget > ctx_category > retarget,3,1
1996,3917,cpa > influencer > retarget,3,1
1997,869,influencer > retarget > ctx_brand > ctx_brand > influencer > retarget,6,1
1998,35649,ctx_category > social > social > cpa,4,1
1999,34939,social > influencer > retarget,3,1
2000,15221,social > retarget,2,1
2001,34167,ctx_brand > ctx_category > retarget,3,1
2002,17019,ctx_brand > ctx_category > retarget,3,1
2003,3389,ctx_brand > retarget,2,1
2004,27936,ctx_brand > influencer > retarget > influencer > ctx_brand > influencer > retarget,7,1
2005,26226,cpa > retarget > social > social > retarget,5,1
2006,23784,organic > retarget,2,1
2007,36083,influencer > cpa > retarget,3,1
2008,29121,influencer > retarget > retarget,3,1
2009,24250,organic > retarget,2,1
2010,31733,retarget > retarget > retarget,3,1
2011,31530,ctx_brand > ctx_category > retarget > retarget,4,1
2012,8878,cpa > ctx_brand > retarget > retarget,4,1
2013,34521,influencer > social > ctx_category > influencer > cpa > retarget,6,1
2014,39659,influencer > retarget,2,1
2015,31433,influencer > organic > retarget,3,1
2016,27997,retarget > social > cpa > retarget,4,1
2017,25625,influencer > social > influencer > ctx_brand > ctx_category > retarget,6,1
2018,6747,cpa > ctx_category > retarget > retarget,4,1
2019,25135,ctx_brand > ctx_brand > retarget > retarget,4,1
2020,12716,retarget > ctx_brand > retarget,3,1
2021,27157,influencer > ctx_category > retarget,3,1
2022,3127,retarget > retarget,2,1
2023,36427,influencer > ctx_category > ctx_brand > cpa > retarget,5,1
2024,14561,cpa > cpa > retarget,3,1
2025,11384,ctx_category > influencer > retarget > retarget > ctx_brand > retarget,6,1
2026,7608,influencer > ctx_brand > ctx_brand > ctx_brand,4,1
2027,31373,retarget > cpa > social > cpa > retarget,5,1
2028,37786,influencer > social > retarget,3,1
2029,29340,retarget > cpa > ctx_category > ctx_brand,4,1
2030,22308,ctx_category > ctx_brand > ctx_brand > ctx_brand > retarget,5,1
2031,20777,social > ctx_category > ctx_category > retarget,4,1
2032,28855,organic > retarget,2,1
2033,13198,ctx_brand > retarget,2,1
2034,32909,ctx_category > retarget,2,1
2035,7210,organic > retarget,2,1
2036,6496,social > ctx_brand > social > retarget,4,1
2037,13815,social > ctx_category > retarget > ctx_brand > ctx_brand > ctx_brand > retarget,7,1
2038,15130,social > retarget,2,1
2039,10391,ctx_category > retarget,2,1
2040,2726,influencer > cpa > cpa > cpa > ctx_category > retarget > cpa > retarget,8,1
2041,28785,retarget > social > influencer > cpa > retarget > ctx_category > retarget,7,1
2042,24034,cpa > retarget > retarget,3,1
2043,5944,ctx_category > ctx_brand > retarget,3,1
2044,36917,influencer > ctx_category > retarget > ctx_category > cpa > retarget,6,1
2045,1285,social > retarget,2,1
2046,4677,influencer > ctx_category,2,1
2047,14510,ctx_brand > ctx_category > retarget,3,1
2048,23494,cpa > retarget > ctx_brand > retarget > retarget,5,1
2049,29255,social > ctx_brand > cpa > ctx_category > retarget,5,1
2050,28218,influencer > retarget > ctx_brand > retarget,4,1
2051,27146,retarget > social > retarget,3,1
2052,26537,influencer > cpa > ctx_category > retarget,4,1
2053,33535,retarget > retarget,2,1
2054,38409,influencer > cpa > ctx_brand > retarget,4,1
2055,26973,retarget,1,1
2056,15532,influencer > ctx_brand > retarget,3,1
2057,10062,influencer > cpa > cpa > social > retarget > ctx_category > retarget,7,1
2058,20355,influencer > ctx_brand > ctx_category > influencer > retarget > retarget,6,1
2059,23723,influencer > ctx_category > ctx_brand > retarget,4,1
2060,38948,cpa > ctx_category > cpa > retarget,4,1
2061,2804,influencer > retarget,2,1
2062,27330,influencer > influencer > retarget,3,1
2063,35817,influencer > influencer > influencer > ctx_category > influencer > ctx_category > ctx_brand > retarget,8,1
2064,35348,cpa > influencer > ctx_category > retarget,4,1
2065,4608,organic > retarget,2,1
2066,32271,cpa > social > ctx_brand > retarget,4,1
2067,19772,retarget > influencer > retarget > influencer > retarget,5,1
2068,32339,ctx_brand > cpa > retarget > retarget,4,1
2069,11998,influencer > retarget > influencer > retarget,4,1
2070,5963,influencer > retarget > influencer > cpa,4,1
2071,1862,ctx_brand > social > cpa > retarget > retarget,5,1
2072,10551,influencer > cpa > influencer > cpa > retarget,5,1
2073,28794,retarget > influencer > retarget > retarget > retarget,5,1
2074,4731,influencer > ctx_brand > retarget,3,1
2075,16740,cpa > ctx_category > ctx_brand > influencer > retarget,5,1
2076,35686,influencer > ctx_brand > retarget,3,1
2077,34699,ctx_category > cpa > retarget,3,1
2078,2628,retarget > ctx_category > retarget,3,1
2079,27296,influencer > retarget > retarget > ctx_category > cpa > ctx_brand > retarget,7,1
2080,36509,influencer > cpa > cpa > retarget,4,1
2081,34912,cpa > ctx_brand,2,1
2082,8388,ctx_category > ctx_brand > ctx_category > ctx_category > retarget,5,1
2083,19549,ctx_category > ctx_category,2,1
2084,5161,influencer > retarget > ctx_category,3,1
2085,2631,cpa > influencer > retarget,3,1
2086,9083,influencer > ctx_category > influencer > retarget > retarget,5,1
2087,8353,retarget > retarget,2,1
2088,20398,ctx_category > retarget,2,1
2089,29209,influencer > influencer > retarget > retarget,4,1
2090,29305,influencer > ctx_category > cpa > retarget,4,1
2091,5579,influencer > social > ctx_brand > ctx_brand > influencer > retarget,6,1
2092,12289,influencer > organic > retarget,3,1
2093,24947,cpa > ctx_brand > retarget > retarget,4,1
2094,10403,cpa,1,1
2095,6799,influencer > organic > retarget,3,1
2096,16167,ctx_brand > ctx_category > social > influencer > retarget,5,1
2097,30422,influencer > cpa > ctx_category > ctx_brand > ctx_category > retarget,6,1
2098,37636,ctx_category > retarget,2,1
2099,17129,ctx_brand > ctx_category > retarget,3,1
2100,15319,ctx_category > ctx_brand > cpa > retarget,4,1
2101,6596,retarget > retarget,2,1
2102,6307,influencer > cpa > retarget,3,1
2103,846,ctx_category > retarget,2,1
2104,35503,social > ctx_category > retarget,3,1
2105,10678,organic > retarget,2,1
2106,1186,ctx_category > retarget > ctx_category > cpa > retarget,5,1
2107,37683,retarget > retarget,2,1
2108,4124,influencer > retarget > cpa > retarget,4,1
2109,35218,influencer > cpa > ctx_brand > retarget,4,1
2110,14972,retarget,1,1
2111,1230,influencer > social > cpa > ctx_category > retarget,5,1
2112,6134,ctx_brand,1,1
2113,23406,influencer > ctx_category > ctx_brand > ctx_brand > ctx_brand > ctx_brand > retarget,7,1
2114,2908,cpa > retarget,2,1
2115,922,ctx_category > retarget,2,1
2116,24583,cpa > ctx_brand > retarget,3,1
2117,29205,ctx_category > retarget,2,1
2118,17293,influencer > ctx_category > ctx_category > ctx_category > retarget,5,1
2119,38187,retarget > cpa > retarget > ctx_brand > retarget,5,1
2120,25385,cpa > influencer > cpa > retarget,4,1
2121,18386,retarget > ctx_category > retarget,3,1
2122,18127,influencer > cpa > retarget,3,1
2123,21331,ctx_category > retarget > ctx_brand > cpa > retarget,5,1
2124,33213,influencer > organic > retarget,3,1
2125,15659,cpa > ctx_brand,2,1
2126,24535,influencer > ctx_category > cpa > retarget,4,1
2127,22215,retarget > ctx_category > ctx_brand > retarget > retarget,5,1
2128,3219,influencer > ctx_brand > ctx_category > retarget > influencer > ctx_category > retarget,7,1
2129,4741,ctx_brand > retarget,2,1
2130,6157,influencer > influencer > retarget > retarget,4,1
2131,33981,ctx_category > ctx_category > ctx_brand > social > retarget,5,1
2132,20369,influencer > ctx_category > retarget,3,1
2133,24364,retarget > social,2,1
2134,26503,retarget > ctx_brand > ctx_brand > cpa > retarget,5,1
2135,21805,influencer > ctx_brand > cpa > retarget > ctx_category > retarget,6,1
2136,4599,retarget > retarget,2,1
2137,10559,ctx_category > retarget,2,1
2138,6676,influencer > ctx_category > cpa > ctx_category > retarget,5,1
2139,8638,ctx_category > retarget > cpa > ctx_category > retarget,5,1
2140,30065,social > ctx_category > retarget,3,1
2141,25880,influencer > ctx_category > ctx_brand > cpa > influencer > retarget,6,1
2142,5716,influencer > cpa > retarget,3,1
2143,10840,cpa > ctx_brand > retarget,3,1
