user_id,channel,group,n_orders_before,days_since_last_order,promo_hunter,second_order_30d
29347,ctx_brand,control,7,5.0,0,1
18510,organic,treatment,7,6.6,0,1
16979,organic,control,1,26.9,0,0
411,organic,treatment,8,3.4,0,1
3975,ctx_category,treatment,6,9.4,0,1
36659,tv,control,7,1.0,0,1
12940,cpa,treatment,3,27.9,1,0
27477,organic,control,3,16.7,0,0
22068,influencer,control,4,12.0,1,0
31475,organic,control,3,24.4,0,0
36107,ctx_brand,control,5,3.3,0,0
10020,organic,control,7,5.3,1,0
17750,organic,control,8,5.8,0,1
36858,ctx_category,control,7,5.8,0,0
12225,organic,treatment,9,8.6,0,1
8676,ctx_category,control,6,1.1,0,0
24879,organic,control,3,16.6,0,0
12585,organic,treatment,2,16.0,0,0
19084,influencer,treatment,5,8.9,0,1
15645,organic,treatment,7,3.6,0,0
6583,influencer,control,2,21.2,1,0
27153,influencer,treatment,3,20.3,0,0
10352,ctx_category,treatment,3,15.8,0,0
32879,organic,control,7,7.7,0,1
9427,organic,treatment,7,3.9,0,0
7193,ctx_brand,control,5,9.4,0,1
21406,ctx_category,treatment,6,4.3,0,1
23672,organic,control,5,7.3,0,0
15009,organic,treatment,7,4.9,0,1
8352,organic,treatment,3,19.9,0,0
24144,tv,treatment,8,9.6,0,1
22937,organic,treatment,5,9.8,1,0
13859,social,treatment,3,15.3,0,0
17216,organic,control,7,3.8,1,0
14145,organic,control,7,4.4,0,1
19989,ctx_brand,control,1,24.8,0,0
15148,influencer,treatment,6,8.2,0,1
38319,organic,treatment,3,8.7,0,1
38764,organic,treatment,7,4.8,0,1
27114,organic,control,6,5.6,0,1
13329,ctx_brand,control,4,24.2,1,0
23489,ctx_category,treatment,1,22.1,0,0
4817,ctx_category,treatment,5,15.1,0,0
17937,organic,treatment,6,4.0,0,0
16715,ctx_brand,control,6,9.6,0,0
30454,ctx_category,control,2,28.7,0,0
9588,organic,control,1,16.6,0,0
3946,ctx_category,treatment,7,13.1,0,0
7101,organic,treatment,5,1.6,0,1
19506,cpa,control,1,22.9,0,0
37195,organic,control,4,16.1,0,0
23587,ctx_brand,treatment,6,1.9,0,0
34944,organic,control,6,9.0,0,1
509,organic,control,6,6.2,0,0
5119,influencer,control,6,7.1,0,0
22989,influencer,treatment,3,18.2,0,0
20480,organic,control,6,3.2,0,1
1092,ctx_category,control,8,7.2,0,1
17356,cpa,treatment,6,10.7,1,0
3562,ctx_brand,treatment,7,3.5,1,1
29772,organic,treatment,3,12.2,0,0
23938,organic,control,5,7.5,0,1
3981,cpa,treatment,5,15.6,0,0
8092,ctx_category,control,6,6.8,0,0
8734,ctx_brand,control,3,20.7,0,0
33508,organic,control,6,4.9,0,0
20945,ctx_brand,treatment,8,5.4,0,1
8951,influencer,treatment,5,7.4,0,0
38958,ctx_brand,treatment,4,11.9,0,1
65,social,control,3,13.0,1,0
21626,organic,control,2,24.6,0,0
17195,organic,treatment,3,17.3,0,0
16340,organic,control,6,14.7,0,1
13089,organic,treatment,5,5.2,0,1
12226,ctx_category,control,4,18.5,0,0
17123,ctx_category,treatment,6,2.4,0,1
2062,organic,control,6,10.2,0,0
35050,organic,control,3,14.9,0,1
4179,organic,treatment,7,8.4,1,1
27910,organic,treatment,5,6.1,0,1
8078,organic,treatment,6,5.0,1,1
22797,organic,control,5,6.6,0,0
34386,social,treatment,6,6.3,1,0
6275,tv,control,6,6.5,0,1
24032,ctx_category,control,5,4.2,0,1
14138,ctx_brand,treatment,1,20.5,0,0
24520,ctx_category,control,7,7.9,0,1
13312,organic,treatment,6,5.5,0,1
39852,ctx_category,treatment,7,5.1,0,1
28682,organic,control,6,9.7,0,1
35761,organic,control,6,4.5,0,0
20360,tv,control,2,22.3,0,0
36617,organic,control,4,23.0,0,0
25871,ctx_brand,control,3,15.3,0,0
21035,ctx_category,treatment,6,5.6,1,1
7441,organic,control,4,13.1,0,1
3414,influencer,control,6,2.1,0,1
28299,influencer,treatment,3,9.1,0,1
8659,organic,control,6,10.5,0,0
30715,organic,control,4,11.9,0,0
604,organic,treatment,6,5.6,0,1
37990,organic,treatment,2,22.9,0,0
17159,organic,treatment,6,10.8,0,1
10262,tv,control,5,13.4,0,0
26279,organic,treatment,7,6.6,0,1
12710,ctx_brand,treatment,9,4.9,0,0
17059,cpa,treatment,2,17.8,0,0
31780,ctx_brand,control,6,3.1,0,1
12626,organic,control,6,6.0,0,1
820,organic,control,7,2.3,0,0
1468,social,control,2,21.2,0,0
4553,cpa,treatment,9,8.4,0,0
203,organic,control,5,4.8,1,1
28813,ctx_category,treatment,6,5.8,1,1
1308,organic,treatment,1,18.7,0,0
29343,organic,control,7,4.1,0,0
37909,organic,treatment,1,22.8,1,0
26350,organic,control,5,16.7,0,0
31390,social,treatment,6,4.9,0,1
34184,organic,control,4,19.9,1,0
7942,organic,control,9,4.6,0,1
7202,social,treatment,1,22.2,0,0
9287,tv,treatment,3,13.2,0,0
27437,influencer,control,7,6.2,0,1
27083,ctx_brand,treatment,7,7.8,0,0
25456,organic,control,1,22.6,0,0
31049,ctx_category,treatment,8,2.5,0,0
34419,organic,treatment,5,21.4,0,0
37377,organic,treatment,6,15.3,0,1
6791,influencer,treatment,2,16.7,0,0
16109,organic,control,4,16.4,0,1
9439,organic,treatment,7,2.9,0,0
26308,ctx_category,treatment,7,8.2,0,1
19758,influencer,control,2,10.6,0,0
9980,organic,control,1,19.3,0,0
29967,organic,control,3,18.6,0,0
29791,organic,control,6,7.2,0,1
21415,ctx_category,treatment,4,19.4,0,0
2701,ctx_brand,treatment,2,13.7,1,1
12731,ctx_brand,treatment,3,20.9,0,0
28714,organic,treatment,3,22.0,0,0
25081,organic,treatment,5,13.5,0,0
20856,organic,control,4,21.2,1,1
21649,influencer,treatment,7,6.5,0,1
17423,organic,treatment,7,2.1,0,1
10290,social,treatment,7,9.6,0,1
35213,cpa,treatment,4,19.9,1,0
18853,organic,treatment,6,4.7,0,0
32144,influencer,control,6,5.6,0,1
492,organic,treatment,2,19.9,1,0
9048,cpa,control,5,1.6,1,0
28376,organic,control,5,20.9,0,0
18522,organic,control,4,24.1,0,0
1462,influencer,control,4,21.1,0,0
35710,organic,control,8,2.8,0,1
37489,ctx_category,control,7,1.0,0,1
24644,tv,treatment,3,18.4,0,0
23779,ctx_brand,treatment,1,24.4,0,0
35144,ctx_brand,control,3,21.9,1,0
25936,organic,treatment,1,23.1,1,0
17259,organic,treatment,6,7.1,0,0
36290,ctx_category,control,6,7.1,0,1
35680,organic,control,3,22.4,0,0
33660,ctx_brand,control,3,19.7,0,0
18978,ctx_brand,treatment,3,23.2,0,0
6385,influencer,treatment,5,6.2,0,0
19806,social,control,6,10.8,0,1
3682,organic,control,7,8.0,0,0
23492,social,treatment,5,6.2,0,1
28650,ctx_brand,treatment,6,3.8,1,0
24555,ctx_brand,treatment,8,7.2,0,1
38697,ctx_brand,treatment,5,2.8,1,0
14454,organic,treatment,7,15.7,0,1
10805,organic,treatment,5,8.4,1,0
4564,organic,control,4,14.5,0,1
19949,influencer,control,1,18.5,0,0
9647,organic,control,5,5.8,0,1
11063,organic,treatment,6,4.4,0,0
19840,organic,control,7,9.6,1,1
5231,ctx_brand,control,8,6.5,0,1
36337,organic,treatment,1,23.7,0,0
22623,organic,control,5,2.7,0,0
30120,ctx_brand,control,4,20.1,0,0
15977,organic,control,6,4.4,0,1
26219,influencer,treatment,3,13.6,0,0
23181,influencer,control,5,8.9,0,0
1909,organic,control,2,23.8,0,0
24928,ctx_category,treatment,6,5.3,0,0
22858,ctx_category,control,8,4.2,0,0
35615,cpa,control,6,10.3,1,0
39607,influencer,control,5,4.1,0,0
13233,tv,control,5,3.3,1,1
21215,social,treatment,5,3.3,0,1
38826,organic,control,7,12.0,0,1
28483,organic,control,3,14.8,0,0
13039,ctx_category,control,3,21.5,0,0
34074,cpa,treatment,7,3.0,1,0
18826,cpa,treatment,6,3.7,1,1
31373,organic,treatment,3,21.6,0,0
25141,organic,treatment,5,7.5,0,1
16903,social,treatment,6,6.7,0,1
38347,influencer,treatment,2,14.4,0,0
6270,organic,control,4,22.2,0,0
1559,organic,treatment,5,8.8,0,0
90,organic,control,8,5.1,0,1
6301,organic,treatment,4,24.5,1,0
29068,organic,treatment,5,7.4,0,0
22411,organic,treatment,11,4.7,0,1
30583,organic,control,3,9.3,0,0
34410,ctx_brand,treatment,7,6.9,0,1
15966,organic,control,5,20.1,0,0
24164,organic,control,3,24.8,0,0
39349,organic,control,3,10.5,0,0
24161,social,treatment,2,12.8,1,1
29379,social,treatment,5,13.6,0,0
32189,influencer,control,3,21.8,0,0
20566,organic,control,2,21.2,0,0
28641,organic,treatment,6,10.7,0,0
29677,organic,treatment,6,4.6,0,1
9960,ctx_category,treatment,2,14.8,1,1
4886,social,treatment,9,9.0,1,1
39970,organic,treatment,6,4.5,0,1
28997,cpa,treatment,6,1.0,0,0
19011,organic,treatment,5,1.3,0,1
24293,organic,treatment,5,3.1,0,1
4123,organic,treatment,7,2.1,0,1
24241,ctx_category,control,3,15.5,0,0
26991,ctx_category,control,1,19.4,0,0
8046,organic,control,2,14.5,0,0
26704,ctx_brand,treatment,6,14.0,0,0
4917,cpa,control,6,16.9,1,0
32935,social,control,3,21.2,0,0
32790,organic,control,6,8.0,0,1
30995,ctx_category,treatment,5,6.1,0,1
19302,cpa,control,7,10.0,0,1
4346,organic,control,2,17.1,0,0
38998,organic,treatment,2,19.2,0,0
38875,organic,treatment,2,19.0,0,0
28290,cpa,treatment,6,12.5,0,1
17456,ctx_brand,treatment,7,8.4,0,1
29025,ctx_category,control,7,1.5,0,0
8955,organic,control,5,9.5,1,1
39924,organic,treatment,6,4.7,0,1
38113,organic,control,4,22.7,0,0
1930,organic,control,9,7.3,0,0
33648,organic,treatment,5,5.6,0,0
942,organic,control,5,8.1,1,1
12547,organic,treatment,5,2.1,0,0
9023,social,control,6,8.4,0,1
29694,organic,treatment,6,5.0,0,1
11887,organic,control,6,6.7,1,1
2869,organic,treatment,6,2.6,0,1
8703,organic,treatment,7,9.5,0,0
36115,ctx_brand,control,6,9.9,0,0
14705,influencer,treatment,7,9.8,0,0
17100,ctx_brand,control,6,5.2,1,0
29405,cpa,treatment,5,12.3,1,0
22247,influencer,control,8,4.4,0,0
15193,social,control,5,8.6,0,0
20578,organic,treatment,6,6.8,0,0
21751,organic,control,5,3.6,0,0
18230,cpa,control,3,17.4,0,0
16782,cpa,control,7,8.1,0,1
32438,organic,control,4,12.6,0,0
6378,organic,control,2,18.5,0,0
13729,organic,control,6,8.9,0,1
24735,social,treatment,2,20.4,1,0
31658,organic,treatment,3,17.6,0,0
7897,organic,control,8,9.7,0,0
1195,ctx_category,treatment,8,4.3,0,1
35860,tv,control,10,4.6,0,1
21933,organic,treatment,4,14.3,0,0
13371,organic,control,6,7.7,0,0
19420,organic,control,5,6.2,0,0
2650,organic,treatment,8,3.0,0,1
6683,organic,treatment,6,7.7,0,1
35835,organic,treatment,6,7.3,0,0
30047,organic,treatment,6,7.7,0,1
39785,organic,treatment,3,17.5,1,0
11554,organic,treatment,3,14.4,0,0
5220,organic,treatment,1,19.5,1,0
19275,organic,treatment,6,3.5,0,0
29538,ctx_category,treatment,6,9.6,1,1
5132,organic,treatment,7,2.0,0,1
33971,cpa,control,7,4.9,0,0
36017,ctx_brand,treatment,6,7.9,0,1
30273,organic,control,2,7.5,0,0
7310,social,treatment,1,17.9,1,0
4480,ctx_brand,treatment,5,4.9,0,1
23041,ctx_category,treatment,5,5.3,1,0
31171,ctx_category,treatment,8,5.3,0,1
23954,ctx_brand,treatment,1,26.9,0,0
6357,organic,control,6,8.1,1,0
7684,ctx_brand,treatment,7,5.7,0,1
34160,organic,control,6,8.4,0,0
16343,organic,treatment,7,2.9,1,1
19624,ctx_brand,control,5,6.9,0,1
9291,organic,treatment,4,12.0,0,0
10351,ctx_category,treatment,4,10.1,0,1
4295,ctx_category,treatment,2,18.3,0,0
25925,cpa,treatment,5,8.0,1,0
5764,organic,control,6,3.5,0,0
10294,ctx_category,control,8,7.6,0,1
22698,organic,control,6,2.0,0,0
8847,organic,control,1,18.1,0,0
25254,ctx_category,control,5,6.9,0,1
18446,ctx_brand,treatment,7,4.0,1,0
17114,organic,treatment,2,18.6,0,0
31880,organic,treatment,5,5.8,0,1
18336,social,control,4,19.7,0,0
36371,organic,treatment,5,4.7,0,0
10648,ctx_category,control,1,18.8,0,0
20859,ctx_brand,treatment,8,6.0,0,0
14435,organic,control,6,8.0,0,1
10560,ctx_brand,control,9,4.0,0,0
29069,ctx_brand,treatment,7,15.9,0,1
24152,cpa,treatment,5,5.9,0,0
16839,ctx_category,control,7,9.5,0,0
39859,influencer,treatment,5,4.6,0,0
2658,organic,control,7,9.4,0,1
39575,cpa,treatment,6,7.5,0,0
19235,ctx_brand,treatment,3,17.9,0,1
14578,ctx_category,treatment,2,11.9,0,0
2474,social,control,6,2.6,1,1
18529,organic,treatment,8,7.4,0,1
18054,ctx_brand,control,6,6.8,0,1
39799,ctx_category,control,6,6.1,0,0
31123,social,treatment,9,3.4,0,1
12535,ctx_brand,treatment,6,1.0,0,1
2452,organic,treatment,2,22.8,0,0
34538,social,treatment,2,15.3,0,1
19233,social,treatment,7,7.8,0,1
22008,organic,control,8,4.7,0,0
33017,organic,treatment,4,22.2,0,0
18389,ctx_brand,control,1,24.6,0,0
25292,organic,treatment,1,25.4,0,0
35864,ctx_brand,control,6,2.0,0,1
6186,ctx_category,treatment,2,14.5,0,0
1678,ctx_brand,treatment,4,13.2,0,0
32052,ctx_brand,control,5,1.4,0,0
10019,influencer,control,2,8.1,1,0
19859,tv,treatment,5,4.7,1,1
2198,organic,control,5,15.5,0,0
24108,organic,control,6,8.4,0,1
38742,ctx_brand,control,6,8.4,0,1
17098,ctx_category,treatment,2,14.9,1,0
9270,organic,control,6,6.9,0,1
36208,ctx_category,control,5,7.3,0,1
3978,tv,treatment,9,7.0,0,0
34222,cpa,control,7,7.4,0,0
16524,organic,control,2,16.0,0,0
17585,organic,treatment,2,18.8,0,0
20085,ctx_brand,treatment,5,8.2,0,0
28231,influencer,control,6,6.5,0,0
21887,organic,treatment,10,5.2,0,0
19353,ctx_brand,treatment,1,17.5,0,0
33788,organic,treatment,5,5.3,0,1
17309,ctx_category,treatment,7,5.6,0,1
38130,organic,control,6,10.3,0,1
26720,ctx_brand,treatment,6,4.8,0,0
1726,organic,control,1,20.8,0,0
8977,organic,control,6,4.2,0,0
8017,ctx_brand,treatment,2,15.7,0,0
129,organic,treatment,9,4.5,1,1
36406,ctx_category,treatment,5,5.7,0,1
24356,ctx_brand,control,5,8.1,0,0
36614,social,control,5,20.6,0,0
10365,ctx_category,control,3,16.0,0,0
13424,social,treatment,2,16.7,0,0
16999,tv,control,8,3.7,0,1
1887,organic,control,6,5.8,0,1
16084,ctx_brand,control,7,11.1,0,1
10322,ctx_category,control,9,9.5,0,1
4305,ctx_brand,control,6,12.5,0,1
27010,ctx_brand,treatment,7,10.0,0,1
15706,organic,control,8,4.6,0,1
4429,organic,control,5,2.6,0,1
25074,organic,treatment,7,5.1,1,1
33267,organic,treatment,6,3.8,1,0
25663,social,treatment,3,14.9,1,1
13553,organic,control,3,19.7,0,0
21190,organic,treatment,5,7.9,0,1
12340,ctx_brand,treatment,6,9.4,0,1
33132,ctx_brand,treatment,6,6.4,0,1
6834,influencer,control,1,15.1,0,0
31157,organic,control,6,8.3,0,0
27943,organic,control,6,5.5,0,1
5820,influencer,control,6,7.3,0,0
6963,cpa,treatment,5,17.9,0,1
34297,organic,treatment,4,13.4,0,0
27088,organic,control,8,7.5,0,0
250,organic,control,5,4.3,0,0
5472,organic,treatment,6,3.4,1,0
39810,organic,control,5,12.1,0,1
4995,social,control,7,5.0,0,1
7636,organic,control,5,11.8,0,1
880,organic,treatment,2,20.6,0,0
14054,cpa,control,6,6.3,0,1
2122,ctx_brand,control,4,22.5,0,0
2145,influencer,treatment,9,6.7,0,1
28800,ctx_brand,treatment,6,7.1,0,1
9154,ctx_brand,treatment,3,14.8,0,1
12441,organic,treatment,9,6.2,0,1
826,social,control,7,1.0,0,1
31516,ctx_brand,treatment,6,10.0,0,1
27507,organic,treatment,2,10.7,0,1
32960,social,control,2,22.8,0,0
30042,organic,control,7,1.8,0,0
15718,organic,treatment,8,7.9,0,0
12163,influencer,control,7,2.1,0,1
31314,ctx_category,treatment,3,20.3,0,1
22910,organic,treatment,3,24.4,0,0
38908,organic,treatment,1,23.6,0,0
25501,ctx_category,treatment,7,2.6,0,1
16305,social,control,4,27.4,0,0
5323,ctx_brand,control,6,10.0,0,0
7864,ctx_category,treatment,6,9.5,0,0
3320,organic,treatment,6,5.1,0,1
25734,organic,control,2,18.6,0,0
12394,social,control,5,8.6,0,1
39977,organic,treatment,5,3.5,0,1
19981,organic,control,6,8.0,0,0
21919,ctx_brand,treatment,5,3.3,1,1
21676,ctx_brand,treatment,3,18.1,0,0
3056,social,control,6,10.0,1,1
20675,tv,control,1,17.1,0,0
11186,social,treatment,5,23.6,1,0
15413,organic,treatment,3,16.2,0,0
3652,ctx_category,control,7,2.0,1,1
2967,organic,control,8,8.9,0,1
26444,organic,treatment,2,21.1,0,0
35681,ctx_brand,control,8,3.5,0,0
25188,organic,treatment,6,3.9,0,1
10672,organic,treatment,2,16.9,0,0
29587,organic,treatment,2,14.5,0,0
20413,organic,control,4,17.3,0,0
1805,ctx_brand,control,9,6.0,0,0
26069,ctx_brand,treatment,5,7.7,0,1
32483,organic,treatment,6,1.8,0,0
24286,organic,treatment,6,4.7,1,0
26169,organic,treatment,6,1.8,0,0
7420,organic,control,2,23.6,0,0
37001,ctx_category,treatment,6,1.5,0,0
20954,ctx_brand,control,6,3.5,0,0
22750,ctx_brand,control,3,22.6,0,0
30638,organic,control,2,18.4,0,0
14465,ctx_brand,treatment,4,25.5,0,0
29396,organic,treatment,2,19.9,0,0
11169,organic,control,7,3.9,1,0
20162,organic,treatment,1,21.7,0,0
35905,ctx_brand,treatment,6,9.1,0,0
8424,ctx_brand,control,6,8.5,0,1
7558,organic,control,2,18.8,0,0
17273,organic,treatment,4,11.9,0,1
21445,tv,control,5,7.6,0,0
18243,social,control,1,20.9,0,0
7570,organic,control,7,3.8,0,1
1188,cpa,control,5,1.9,1,1
19656,organic,control,3,16.2,0,0
1058,organic,treatment,6,8.8,0,0
31687,organic,control,4,17.5,1,0
29692,organic,treatment,2,6.3,0,1
23713,social,control,5,10.4,1,1
6650,organic,treatment,3,10.6,0,0
8529,ctx_brand,control,5,7.1,0,1
37050,ctx_brand,control,7,6.8,0,0
619,cpa,control,9,3.2,0,1
19714,influencer,control,5,9.2,0,0
5076,cpa,treatment,3,24.1,0,1
28932,organic,treatment,2,26.9,0,1
1108,organic,control,8,5.0,0,1
32708,organic,control,8,4.6,0,1
10455,organic,control,3,24.3,0,0
23180,ctx_brand,treatment,6,10.8,0,1
38698,ctx_brand,treatment,2,24.9,0,0
13971,ctx_category,treatment,5,9.5,0,0
37393,organic,control,5,17.2,0,0
16202,ctx_category,treatment,7,9.6,0,0
15812,organic,treatment,6,2.7,0,0
20265,ctx_brand,treatment,7,5.9,0,0
11178,organic,control,5,14.1,0,0
16629,social,treatment,5,4.7,0,1
36548,organic,treatment,4,16.4,0,0
30413,organic,treatment,6,8.4,1,1
24973,ctx_brand,treatment,10,1.0,0,0
32945,tv,treatment,3,20.9,0,0
39583,organic,treatment,5,6.5,0,1
5342,ctx_brand,control,5,8.2,0,1
5830,social,control,7,3.0,1,0
24597,organic,control,5,15.2,0,0
33280,organic,control,7,9.2,0,1
10517,organic,treatment,6,2.0,0,1
22565,cpa,treatment,5,7.0,1,0
29778,influencer,control,6,12.9,0,0
31755,organic,control,5,4.0,0,1
13544,ctx_category,treatment,4,11.9,0,1
23006,social,control,6,4.5,0,1
22963,social,treatment,3,18.6,0,1
23626,ctx_brand,control,3,21.5,0,0
156,social,control,5,4.8,1,0
6412,ctx_brand,control,7,2.2,0,1
6667,organic,treatment,5,11.8,0,1
8916,cpa,treatment,6,7.7,0,0
26889,ctx_category,control,7,1.0,0,1
11235,influencer,control,6,11.3,0,1
722,ctx_category,control,6,8.4,0,0
15581,organic,control,8,4.7,0,0
24029,organic,treatment,5,7.6,0,1
35248,tv,control,2,15.4,0,0
11816,ctx_brand,treatment,3,19.1,0,0
9098,organic,treatment,6,7.5,0,1
19132,organic,treatment,6,6.8,1,0
6170,cpa,treatment,8,5.7,0,0
6457,tv,control,4,14.1,0,1
21958,ctx_brand,control,6,4.8,1,1
36925,organic,treatment,3,24.4,0,0
28740,organic,treatment,6,5.0,0,0
29191,organic,control,5,3.1,0,0
15300,organic,treatment,4,12.7,0,0
25881,social,treatment,7,6.8,1,0
38819,organic,control,3,14.0,0,0
17734,organic,control,6,8.2,0,0
38107,influencer,control,5,9.9,0,1
12437,tv,control,6,10.5,0,1
8281,ctx_brand,treatment,2,15.4,0,1
26503,organic,control,8,9.2,0,0
23803,organic,control,3,18.2,0,1
6215,ctx_category,treatment,8,3.5,0,0
3632,ctx_category,control,6,3.6,0,1
39227,cpa,treatment,2,22.8,0,0
21019,influencer,control,6,5.9,0,1
33408,organic,treatment,6,9.9,0,1
25521,ctx_brand,treatment,2,25.4,0,0
886,social,treatment,5,4.7,0,1
7131,influencer,treatment,7,7.2,0,1
8350,ctx_category,treatment,2,17.4,0,0
17880,organic,treatment,5,6.5,0,1
18110,ctx_category,treatment,5,18.1,1,0
27369,organic,treatment,7,8.1,0,1
16123,organic,control,3,14.3,0,0
13059,organic,control,7,2.5,0,1
672,ctx_category,control,6,9.1,1,1
15697,organic,control,6,7.0,0,1
20721,organic,control,9,1.0,0,0
32885,influencer,treatment,2,13.1,0,1
23878,organic,control,1,26.2,0,0
28710,ctx_category,treatment,6,3.9,0,1
32958,organic,control,7,5.6,0,0
39186,ctx_brand,treatment,3,20.1,0,0
25562,organic,control,6,7.8,0,1
8804,social,control,6,4.8,1,0
16589,ctx_brand,control,4,18.7,0,0
37161,organic,control,7,1.4,0,1
38681,ctx_category,control,5,9.3,0,1
34139,influencer,control,7,6.1,0,1
13375,organic,control,6,6.5,0,1
37636,ctx_category,control,4,23.1,1,0
37769,tv,control,2,14.9,1,0
32676,organic,treatment,1,22.8,0,0
28273,tv,control,6,2.6,0,1
26004,ctx_brand,treatment,6,5.0,0,1
19036,organic,control,7,1.2,0,1
16887,organic,control,5,5.3,0,1
18548,organic,control,5,3.3,1,0
3680,ctx_brand,control,5,14.5,0,0
15204,ctx_category,control,6,3.1,0,1
8291,ctx_category,treatment,7,8.6,0,1
21439,organic,control,4,16.9,0,0
10046,ctx_brand,treatment,9,9.9,0,0
16105,cpa,treatment,2,18.7,0,0
12105,organic,control,3,19.1,0,0
3363,organic,treatment,5,4.7,1,1
3748,influencer,treatment,7,3.7,0,1
5564,ctx_category,treatment,6,4.6,0,0
13105,influencer,treatment,2,13.6,0,1
36399,ctx_brand,treatment,2,11.2,0,0
18573,ctx_brand,control,2,15.4,0,0
34058,ctx_brand,treatment,7,1.0,0,0
11269,tv,treatment,9,2.6,0,1
19962,influencer,treatment,1,18.4,0,0
15434,influencer,treatment,6,6.5,0,1
38213,organic,treatment,7,1.5,0,0
19793,organic,treatment,7,4.9,0,1
30438,influencer,treatment,3,18.9,0,0
16336,ctx_category,control,6,8.9,1,1
21075,ctx_brand,control,4,19.6,0,0
30983,ctx_category,treatment,8,7.8,0,1
9703,ctx_category,treatment,5,4.2,1,1
38579,ctx_brand,treatment,3,23.0,0,0
36066,organic,treatment,3,15.5,0,1
13519,ctx_brand,control,6,10.1,0,1
13910,organic,control,6,2.0,0,1
1489,ctx_brand,control,9,2.1,0,1
15700,ctx_brand,control,5,7.9,0,1
8701,ctx_brand,control,6,3.4,0,0
5218,ctx_brand,treatment,1,23.1,0,0
13713,organic,treatment,7,8.3,0,1
32548,social,treatment,2,22.3,0,0
5588,organic,control,5,7.0,0,1
15783,cpa,treatment,6,9.5,0,0
14580,organic,control,7,3.8,0,0
16814,organic,treatment,8,4.8,0,0
6702,ctx_brand,control,7,6.3,1,0
19509,social,treatment,6,4.2,0,1
35059,ctx_category,treatment,1,19.5,1,0
1686,organic,control,7,5.3,0,0
32091,organic,treatment,2,10.5,0,1
3734,organic,control,6,8.6,0,1
471,ctx_brand,control,3,22.4,0,0
26434,organic,control,5,4.2,0,0
2293,cpa,treatment,7,8.5,0,1
18244,cpa,treatment,3,17.9,0,0
3242,organic,treatment,6,8.1,0,1
17659,organic,treatment,5,3.6,0,1
24852,ctx_category,treatment,7,9.2,0,0
10198,organic,control,4,21.3,1,0
26059,cpa,control,6,5.4,1,1
26635,ctx_brand,treatment,6,7.4,0,0
10229,ctx_category,treatment,5,9.4,0,1
13662,ctx_brand,treatment,7,13.9,0,1
20910,social,control,7,5.8,1,1
2699,social,treatment,7,5.2,0,0
39366,ctx_brand,control,3,10.9,0,0
11856,organic,control,2,20.6,0,0
11367,organic,treatment,1,20.8,0,0
32234,influencer,treatment,5,6.0,0,1
7810,cpa,control,5,3.5,0,0
15221,ctx_brand,control,5,9.7,0,1
8843,cpa,control,2,23.4,0,0
24408,ctx_brand,control,3,13.1,0,0
16827,organic,treatment,4,19.3,0,1
18371,ctx_category,treatment,5,4.5,0,1
37744,social,treatment,4,11.6,0,1
18463,organic,control,1,24.5,0,0
35817,tv,treatment,5,10.9,0,1
7089,ctx_brand,treatment,3,18.1,0,0
14474,ctx_brand,treatment,10,10.1,0,1
24090,organic,control,3,24.8,0,0
14965,ctx_brand,control,2,19.3,0,0
5678,organic,control,7,9.4,0,0
13361,ctx_category,treatment,5,7.8,0,1
35391,organic,treatment,6,5.8,0,0
26872,ctx_category,control,6,7.1,0,1
9874,cpa,treatment,5,5.1,0,1
25625,organic,treatment,7,5.6,0,0
18330,ctx_brand,control,6,11.9,0,1
19602,organic,treatment,3,21.3,0,1
26771,organic,treatment,4,12.0,0,0
32262,ctx_brand,control,2,22.8,1,0
35904,ctx_brand,treatment,5,15.6,0,0
29642,organic,treatment,6,3.8,0,1
25227,ctx_category,control,3,20.2,0,0
20398,organic,control,4,25.5,0,0
9141,organic,treatment,3,16.3,0,1
35598,social,treatment,8,5.0,0,0
7046,organic,control,4,19.1,0,0
4183,ctx_brand,control,3,19.2,0,0
39730,ctx_brand,treatment,6,2.0,0,1
13280,social,control,3,21.4,0,0
20932,ctx_category,control,7,3.4,0,0
34594,ctx_brand,treatment,3,16.0,1,0
15635,organic,control,4,23.5,0,0
32318,organic,control,8,4.6,0,1
16192,organic,treatment,6,5.1,0,0
14200,organic,control,6,7.6,0,0
13249,organic,treatment,1,24.2,0,0
9995,organic,treatment,7,6.1,0,0
5336,organic,control,4,13.8,0,0
1770,ctx_brand,control,2,25.1,0,0
4458,social,treatment,7,2.7,0,0
12464,social,treatment,7,17.2,0,1
4118,organic,control,2,22.6,0,0
2446,tv,control,5,1.6,1,0
8480,organic,treatment,7,5.6,1,0
4087,ctx_brand,control,1,18.6,0,0
12859,ctx_brand,treatment,7,2.2,0,0
33427,organic,treatment,3,17.0,0,0
2689,ctx_brand,control,7,7.6,0,0
5332,ctx_category,treatment,2,15.6,0,0
24078,organic,treatment,2,24.6,1,0
7203,ctx_category,treatment,8,3.3,0,0
5643,ctx_category,treatment,5,12.8,1,1
3998,organic,treatment,7,9.6,0,1
14760,social,treatment,6,1.6,0,0
12019,organic,control,5,4.7,0,0
28693,organic,control,6,6.3,0,1
7006,organic,control,2,24.0,0,0
19841,influencer,treatment,7,7.3,0,1
751,ctx_brand,control,6,2.4,0,1
34099,ctx_brand,control,2,18.8,0,0
9014,ctx_category,treatment,9,6.8,0,1
12299,organic,control,3,7.4,0,1
29515,influencer,control,5,17.8,0,0
